person,age,occupation,workclass,education,hours per week,marital status,race,relationship,sex,capital gain,capital loss,education num,native country,fnlwgt,income
person 15971,30,Prof-specialty,Private,Assoc-voc,40,Married-civ-spouse,White,Husband,Male,0,0,11,United-States,89735,>50K
person 15973,51,?,?,5th-6th,8,Married-civ-spouse,Black,Husband,Male,0,0,3,United-States,157327,<=50K
person 15974,34,Craft-repair,Private,HS-grad,40,Never-married,White,Own-child,Male,0,0,9,United-States,236543,<=50K
person 15976,41,Exec-managerial,Private,HS-grad,40,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,303510,<=50K
person 15977,57,Prof-specialty,Private,Some-college,40,Married-civ-spouse,White,Husband,Male,0,0,10,United-States,171242,>50K
person 15978,28,Farming-fishing,Self-emp-not-inc,Assoc-voc,60,Married-civ-spouse,White,Husband,Male,0,0,11,United-States,39388,<=50K
person 15979,62,Other-service,Local-gov,HS-grad,18,Widowed,White,Not-in-family,Female,0,0,9,United-States,197218,<=50K
person 15980,22,Tech-support,State-gov,Some-college,20,Never-married,White,Own-child,Male,0,0,10,United-States,151991,<=50K
person 15981,38,Prof-specialty,Private,Bachelors,40,Married-civ-spouse,White,Husband,Male,0,0,13,United-States,374524,>50K
person 15982,34,?,?,11th,30,Never-married,White,Not-in-family,Male,0,0,7,United-States,267352,<=50K
person 15983,45,Transport-moving,Local-gov,HS-grad,40,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,364563,>50K
person 15984,37,Craft-repair,Private,Assoc-acdm,55,Married-civ-spouse,White,Husband,Male,0,0,12,United-States,186035,<=50K
person 15985,21,Machine-op-inspct,Private,HS-grad,40,Divorced,White,Other-relative,Male,0,0,9,United-States,47541,<=50K
person 15986,49,Craft-repair,Private,HS-grad,40,Never-married,Black,Not-in-family,Male,0,0,9,United-States,151107,<=50K
person 15987,24,Other-service,Private,HS-grad,40,Never-married,Black,Own-child,Male,0,0,9,United-States,500509,<=50K
person 15988,20,Tech-support,Federal-gov,Some-college,24,Never-married,White,Own-child,Female,0,0,10,United-States,225515,<=50K
person 15989,27,Prof-specialty,Private,Prof-school,50,Married-civ-spouse,White,Wife,Female,0,0,15,United-States,153291,>50K
person 15990,40,Other-service,Private,HS-grad,40,Separated,White,Not-in-family,Female,0,0,9,United-States,169885,<=50K
person 15991,19,?,?,Some-college,30,Never-married,White,Own-child,Female,0,0,10,United-States,112780,<=50K
person 15993,39,Craft-repair,Private,HS-grad,40,Separated,White,Unmarried,Male,0,0,9,United-States,174330,<=50K
person 15995,52,Other-service,Private,Assoc-voc,40,Divorced,White,Unmarried,Female,0,0,11,United-States,175622,<=50K
person 15996,44,Prof-specialty,Private,Masters,45,Married-civ-spouse,White,Wife,Female,0,0,14,United-States,164678,<=50K
person 15997,50,?,?,HS-grad,55,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,87263,>50K
person 15999,33,Adm-clerical,Federal-gov,HS-grad,40,Married-civ-spouse,Black,Husband,Male,0,0,9,United-States,177945,<=50K
person 16001,39,Sales,Self-emp-not-inc,Bachelors,60,Married-civ-spouse,White,Husband,Male,0,0,13,United-States,190023,<=50K
person 16002,33,Craft-repair,Private,Assoc-voc,40,Never-married,White,Unmarried,Male,0,0,11,United-States,168782,<=50K
person 16003,59,Other-service,Private,7th-8th,32,Never-married,White,Other-relative,Male,0,0,4,United-States,175290,<=50K
person 16004,74,Priv-house-serv,Private,1st-4th,15,Widowed,Black,Not-in-family,Female,0,0,2,United-States,145463,<=50K
person 16005,54,Protective-serv,Private,Some-college,40,Married-civ-spouse,White,Husband,Male,0,0,10,United-States,159755,>50K
person 16006,31,Machine-op-inspct,Private,Assoc-acdm,55,Married-civ-spouse,White,Husband,Male,0,0,12,United-States,113364,<=50K
person 16007,31,Sales,Private,Some-college,40,Separated,White,Unmarried,Female,0,0,10,United-States,487742,<=50K
person 16008,20,Sales,Private,Some-college,20,Never-married,Asian-Pac-Islander,Own-child,Female,0,0,10,United-States,304710,<=50K
person 16011,19,?,?,HS-grad,30,Never-married,White,Own-child,Male,0,0,9,United-States,117444,<=50K
person 16014,32,?,?,Some-college,40,Divorced,White,Not-in-family,Male,0,0,10,United-States,227160,<=50K
person 16015,57,Sales,Private,Bachelors,40,Married-civ-spouse,White,Wife,Female,0,0,13,United-States,158077,<=50K
person 16017,25,Other-service,Private,Bachelors,38,Never-married,White,Not-in-family,Female,0,0,13,United-States,193701,<=50K
person 16018,40,Prof-specialty,Private,Bachelors,45,Never-married,White,Not-in-family,Female,0,0,13,United-States,143046,<=50K
person 16019,34,Exec-managerial,Private,Bachelors,48,Married-civ-spouse,White,Husband,Male,0,0,13,United-States,206297,>50K
person 16022,21,Machine-op-inspct,Private,Some-college,40,Never-married,White,Unmarried,Male,0,0,10,United-States,203055,<=50K
person 16023,43,Craft-repair,Private,Bachelors,40,Married-civ-spouse,White,Husband,Male,0,0,13,United-States,309932,<=50K
person 16025,22,Prof-specialty,Private,Assoc-voc,35,Never-married,Black,Unmarried,Female,0,0,11,United-States,177107,<=50K
person 16026,64,Sales,Self-emp-not-inc,HS-grad,35,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,113929,<=50K
person 16027,19,?,?,12th,28,Never-married,White,Own-child,Male,0,0,8,United-States,291509,<=50K
person 16028,34,Handlers-cleaners,Private,HS-grad,70,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,186824,<=50K
person 16029,46,Adm-clerical,Private,HS-grad,40,Married-civ-spouse,White,Wife,Female,0,0,9,United-States,192768,<=50K
person 16030,35,Machine-op-inspct,Private,HS-grad,40,Never-married,White,Other-relative,Male,0,0,9,Mexico,234962,<=50K
person 16031,32,Transport-moving,Private,Some-college,60,Married-civ-spouse,White,Husband,Male,0,0,10,United-States,83253,<=50K
person 16032,26,Craft-repair,Private,Some-college,40,Never-married,White,Own-child,Male,0,0,10,United-States,248990,<=50K
person 16033,25,Craft-repair,Private,HS-grad,40,Never-married,White,Not-in-family,Male,0,0,9,United-States,346159,<=50K
person 16034,55,Tech-support,Private,Bachelors,55,Married-civ-spouse,White,Husband,Male,0,0,13,United-States,272656,>50K
person 16035,22,Sales,Private,Some-college,40,Never-married,White,Own-child,Female,0,0,10,United-States,60552,<=50K
person 16036,29,Adm-clerical,State-gov,Some-college,20,Divorced,White,Own-child,Male,0,0,10,United-States,33798,<=50K
person 16038,55,Other-service,Private,Some-college,35,Widowed,White,Not-in-family,Female,0,0,10,United-States,200992,<=50K
person 16039,26,Exec-managerial,Private,HS-grad,40,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,98155,<=50K
person 16040,34,Prof-specialty,Self-emp-inc,Bachelors,60,Never-married,Other,Not-in-family,Male,0,0,13,United-States,79586,<=50K
person 16041,25,Adm-clerical,State-gov,HS-grad,40,Never-married,White,Own-child,Female,0,0,9,United-States,143062,<=50K
person 16043,58,Farming-fishing,State-gov,9th,40,Married-civ-spouse,White,Husband,Male,0,0,5,United-States,159021,<=50K
person 16044,34,Craft-repair,Local-gov,Assoc-voc,40,Never-married,White,Own-child,Female,0,0,11,United-States,353270,<=50K
person 16045,29,Exec-managerial,Self-emp-not-inc,Some-college,45,Never-married,Asian-Pac-Islander,Own-child,Male,0,0,10,South,162312,<=50K
person 16046,49,Prof-specialty,State-gov,Doctorate,50,Divorced,White,Unmarried,Male,0,0,16,United-States,231961,>50K
person 16048,21,Other-service,Private,Some-college,35,Never-married,White,Own-child,Male,0,0,10,United-States,163595,<=50K
person 16050,42,Exec-managerial,Private,Some-college,40,Married-civ-spouse,White,Wife,Female,0,0,10,El-Salvador,208875,>50K
person 16051,29,Other-service,Self-emp-not-inc,Assoc-acdm,60,Never-married,White,Own-child,Male,0,0,12,United-States,58744,<=50K
person 16052,48,Adm-clerical,Private,HS-grad,45,Divorced,White,Unmarried,Female,0,0,9,United-States,116641,<=50K
person 16054,36,Craft-repair,Private,Some-college,40,Married-civ-spouse,White,Husband,Male,0,0,10,United-States,320811,>50K
person 16055,34,Sales,Private,Bachelors,60,Married-civ-spouse,White,Husband,Male,0,0,13,United-States,197886,>50K
person 16056,57,Sales,Self-emp-not-inc,1st-4th,35,Married-civ-spouse,White,Husband,Male,0,0,2,Mexico,253914,<=50K
person 16057,24,Other-service,Private,9th,40,Never-married,White,Not-in-family,Male,0,0,5,El-Salvador,89154,<=50K
person 16058,32,Other-service,Private,9th,23,Separated,White,Unmarried,Female,0,0,5,Mexico,372317,<=50K
person 16059,18,Sales,Self-emp-not-inc,HS-grad,48,Never-married,White,Own-child,Male,0,0,9,?,296090,<=50K
person 16060,39,Transport-moving,Private,HS-grad,56,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,192614,<=50K
person 16061,39,Transport-moving,Private,11th,40,Divorced,White,Own-child,Male,0,0,7,United-States,403489,<=50K
person 16063,20,Craft-repair,Private,Some-college,40,Never-married,White,Own-child,Male,0,0,10,United-States,217467,<=50K
person 16064,27,?,?,9th,40,Never-married,White,Own-child,Female,0,0,5,United-States,162104,<=50K
person 16065,54,Transport-moving,Private,10th,40,Married-civ-spouse,White,Husband,Male,0,0,6,United-States,175912,<=50K
person 16066,40,Transport-moving,Self-emp-not-inc,HS-grad,75,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,179533,>50K
person 16067,27,Adm-clerical,Private,Some-college,30,Married-civ-spouse,White,Husband,Male,0,0,10,United-States,149624,<=50K
person 16068,27,Machine-op-inspct,Private,HS-grad,40,Never-married,White,Own-child,Female,0,0,9,United-States,289147,<=50K
person 16069,43,Tech-support,Federal-gov,Bachelors,50,Never-married,White,Not-in-family,Male,0,0,13,United-States,347720,<=50K
person 16071,17,Sales,Private,11th,12,Never-married,White,Unmarried,Female,0,0,7,Poland,193199,<=50K
person 16072,37,Sales,Self-emp-inc,Assoc-acdm,50,Married-civ-spouse,White,Husband,Male,0,0,12,United-States,163998,>50K
person 16073,33,Other-service,Private,Assoc-voc,40,Never-married,Black,Unmarried,Male,0,0,11,United-States,333701,<=50K
person 16074,45,Craft-repair,Private,HS-grad,40,Divorced,White,Not-in-family,Male,0,0,9,United-States,186256,<=50K
person 16075,33,Handlers-cleaners,Private,HS-grad,40,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,104525,<=50K
person 16076,71,Sales,Private,HS-grad,36,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,212806,<=50K
person 16077,23,Prof-specialty,Local-gov,Bachelors,45,Never-married,White,Own-child,Female,0,0,13,United-States,203353,<=50K
person 16078,41,Prof-specialty,Private,Prof-school,80,Married-civ-spouse,White,Husband,Male,0,0,15,United-States,130126,>50K
person 16079,21,?,?,10th,30,Never-married,White,Unmarried,Female,0,0,6,United-States,270043,<=50K
person 16080,47,Sales,Private,HS-grad,20,Married-spouse-absent,White,Unmarried,Female,0,0,9,Cuba,218435,<=50K
person 16081,30,Sales,Private,Bachelors,65,Never-married,White,Not-in-family,Male,0,0,13,United-States,154120,<=50K
person 16082,40,Adm-clerical,Private,Some-college,40,Married-civ-spouse,White,Wife,Female,0,0,10,Dominican-Republic,193537,<=50K
person 16083,44,Sales,Private,Some-college,48,Divorced,White,Unmarried,Female,0,0,10,United-States,84535,<=50K
person 16084,31,Farming-fishing,State-gov,HS-grad,40,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,157673,<=50K
person 16085,68,Protective-serv,Private,HS-grad,24,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,217424,<=50K
person 16086,38,Prof-specialty,Private,Bachelors,40,Never-married,White,Own-child,Male,0,0,13,United-States,186191,<=50K
person 16088,31,Farming-fishing,Self-emp-inc,Assoc-voc,55,Married-civ-spouse,White,Husband,Male,0,0,11,United-States,31740,<=50K
person 16089,39,Adm-clerical,Private,HS-grad,40,Divorced,White,Not-in-family,Male,0,0,9,United-States,498785,<=50K
person 16090,46,Prof-specialty,Local-gov,Masters,50,Divorced,White,Unmarried,Female,0,0,14,Canada,162566,<=50K
person 16095,40,Adm-clerical,Private,Some-college,17,Married-civ-spouse,White,Wife,Female,0,0,10,United-States,223934,>50K
person 16096,62,?,?,HS-grad,40,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,129246,<=50K
person 16097,44,Sales,Self-emp-not-inc,HS-grad,70,Married-civ-spouse,Black,Husband,Male,0,0,9,Jamaica,195486,<=50K
person 16098,40,Craft-repair,Private,HS-grad,40,Divorced,White,Other-relative,Female,0,0,9,Vietnam,114580,<=50K
person 16099,20,Transport-moving,Private,Some-college,40,Never-married,White,Own-child,Male,0,0,10,United-States,119215,<=50K
person 16100,45,Exec-managerial,Private,Bachelors,40,Married-civ-spouse,White,Husband,Male,0,0,13,United-States,240554,>50K
person 16101,51,Machine-op-inspct,Private,HS-grad,40,Never-married,White,Own-child,Female,0,0,9,United-States,144084,<=50K
person 16102,38,Handlers-cleaners,Private,Some-college,40,Married-civ-spouse,White,Husband,Male,0,0,10,United-States,358682,<=50K
person 16103,49,Prof-specialty,Local-gov,Masters,40,Married-civ-spouse,White,Husband,Male,0,0,14,United-States,59612,>50K
person 16104,30,Other-service,Local-gov,HS-grad,26,Separated,White,Unmarried,Female,0,0,9,United-States,101345,<=50K
person 16105,20,Exec-managerial,Private,Some-college,40,Never-married,White,Own-child,Male,0,0,10,United-States,117618,<=50K
person 16106,34,Farming-fishing,Private,9th,40,Separated,Black,Unmarried,Male,0,0,5,United-States,231238,<=50K
person 16107,42,Transport-moving,Local-gov,HS-grad,40,Widowed,White,Unmarried,Female,0,0,9,United-States,143046,<=50K
person 16108,43,Prof-specialty,Private,Bachelors,40,Never-married,White,Not-in-family,Female,0,0,13,United-States,203642,>50K
person 16110,21,Machine-op-inspct,Private,Some-college,70,Never-married,White,Own-child,Female,0,0,10,United-States,240517,<=50K
person 16112,30,Adm-clerical,Private,Bachelors,40,Married-civ-spouse,White,Wife,Female,0,0,13,United-States,143392,<=50K
person 16113,37,Craft-repair,Private,HS-grad,70,Separated,White,Unmarried,Male,0,0,9,Philippines,365465,<=50K
person 16114,22,Tech-support,State-gov,Bachelors,40,Never-married,White,Own-child,Female,0,0,13,United-States,264710,<=50K
person 16115,64,Adm-clerical,State-gov,9th,38,Never-married,White,Not-in-family,Female,0,0,5,United-States,223830,<=50K
person 16116,42,Transport-moving,Private,HS-grad,50,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,154374,>50K
person 16117,43,Craft-repair,State-gov,HS-grad,40,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,242521,<=50K
person 16118,34,Adm-clerical,Private,Some-college,40,Divorced,White,Not-in-family,Female,0,0,10,United-States,124569,<=50K
person 16119,25,Other-service,Private,HS-grad,6,Never-married,White,Own-child,Female,0,0,9,United-States,209230,<=50K
person 16121,45,Adm-clerical,Federal-gov,HS-grad,40,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,60267,>50K
person 16122,55,Exec-managerial,Self-emp-not-inc,Assoc-acdm,55,Married-civ-spouse,White,Husband,Male,0,0,12,United-States,76901,>50K
person 16123,24,Craft-repair,Private,HS-grad,50,Never-married,White,Own-child,Male,0,0,9,United-States,137876,<=50K
person 16124,70,Exec-managerial,Self-emp-not-inc,Some-college,35,Married-civ-spouse,White,Husband,Male,0,0,10,United-States,347910,<=50K
person 16125,27,Prof-specialty,Local-gov,Bachelors,35,Never-married,White,Not-in-family,Male,0,0,13,United-States,138917,<=50K
person 16126,34,Craft-repair,Private,Some-college,40,Married-civ-spouse,White,Husband,Male,0,0,10,United-States,532379,<=50K
person 16127,57,Transport-moving,Private,Bachelors,40,Married-civ-spouse,White,Husband,Male,0,0,13,United-States,31532,<=50K
person 16128,37,Exec-managerial,Self-emp-not-inc,HS-grad,40,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,30973,<=50K
person 16129,52,Exec-managerial,Private,1st-4th,50,Married-civ-spouse,White,Husband,Male,0,0,2,United-States,117295,>50K
person 16130,32,Craft-repair,Private,HS-grad,48,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,295282,<=50K
person 16131,42,Craft-repair,Private,Assoc-voc,40,Married-civ-spouse,White,Husband,Male,0,0,11,United-States,190786,<=50K
person 16132,24,Machine-op-inspct,Private,Bachelors,40,Never-married,Black,Own-child,Female,0,0,13,United-States,246207,<=50K
person 16133,50,Handlers-cleaners,Private,HS-grad,40,Married-civ-spouse,Black,Husband,Male,0,0,9,United-States,130780,<=50K
person 16134,36,Craft-repair,Private,Assoc-acdm,50,Married-civ-spouse,White,Husband,Male,0,0,12,United-States,186212,<=50K
person 16135,42,Machine-op-inspct,Private,HS-grad,40,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,175526,<=50K
person 16136,39,Adm-clerical,Federal-gov,Bachelors,45,Never-married,White,Not-in-family,Male,0,0,13,United-States,82622,<=50K
person 16137,38,Protective-serv,State-gov,Bachelors,52,Married-civ-spouse,Black,Husband,Male,0,0,13,United-States,318886,<=50K
person 16139,63,Sales,Self-emp-not-inc,5th-6th,3,Never-married,White,Not-in-family,Female,0,0,3,United-States,217715,<=50K
person 16141,33,Handlers-cleaners,Private,HS-grad,45,Divorced,White,Own-child,Male,0,0,9,United-States,154120,<=50K
person 16142,37,Transport-moving,Private,Some-college,40,Married-civ-spouse,Asian-Pac-Islander,Husband,Male,0,0,10,United-States,69251,<=50K
person 16143,24,Transport-moving,Private,HS-grad,40,Married-spouse-absent,White,Own-child,Male,0,0,9,Peru,333505,<=50K
person 16144,31,Exec-managerial,Private,Bachelors,50,Never-married,White,Unmarried,Female,0,0,13,United-States,168521,<=50K
person 16145,59,Machine-op-inspct,Private,HS-grad,40,Divorced,White,Own-child,Female,0,0,9,United-States,193568,<=50K
person 16146,18,Farming-fishing,Private,12th,55,Never-married,White,Own-child,Male,0,0,8,United-States,426895,<=50K
person 16147,47,Sales,Self-emp-not-inc,Some-college,40,Married-civ-spouse,White,Husband,Male,0,0,10,United-States,131826,<=50K
person 16148,48,Farming-fishing,Private,11th,50,Married-civ-spouse,White,Husband,Male,0,0,7,United-States,79646,<=50K
person 16149,27,Prof-specialty,Private,Bachelors,33,Never-married,Other,Unmarried,Female,0,0,13,United-States,167031,<=50K
