house,median income,median house value,housing median age,total rooms,total bedrooms,population,households,longitude,latitude,ocean proximity
house 17328,4.6554,272300,11,3478,588,1693,582,-120.08,34.62,NEAR OCEAN
house 4294,2.2612,230400,36,2332,993,3155,927,-118.3,34.09,<1H OCEAN
house 10429,6.2871,325500,26,1528,,607,218,-117.64,33.45,NEAR OCEAN
house 12272,3.5255,132100,21,4624,852,2174,812,-117.04,34,INLAND
house 10299,8.0287,371800,11,3331,410,1460,416,-117.85,33.92,<1H OCEAN
house 8587,8.2037,500001,7,4314,725,1699,718,-118.39,33.9,<1H OCEAN
house 17583,3.1107,247900,26,3242,780,2100,741,-121.92,37.31,<1H OCEAN
house 19818,2.5521,65600,21,2467,520,1721,515,-119.29,36.55,INLAND
house 14129,1.2286,105000,28,1220,391,1286,396,-117.09,32.75,NEAR OCEAN
house 15308,1.9562,192500,18,975,382,650,286,-117.37,33.19,NEAR OCEAN
house 13730,3.1801,149300,29,4007,700,1576,696,-117.17,34.05,INLAND
house 5181,1.5147,94600,44,1481,329,999,315,-118.26,33.95,<1H OCEAN
house 6368,5.532,318500,47,1745,270,753,275,-118.01,34.16,INLAND
house 3754,3.6563,222400,40,1696,372,835,385,-118.39,34.17,<1H OCEAN
house 5965,7.7876,348900,13,18448,2474,7775,2397,-117.81,34.08,INLAND
house 10745,10.3048,500001,36,1025,150,316,126,-117.92,33.61,<1H OCEAN
house 3815,2.1974,93800,22,3430,1214,3618,1092,-118.48,34.22,<1H OCEAN
house 12310,2.8071,137500,14,1016,219,443,169,-116.89,33.48,INLAND
house 15572,4.5,222600,18,2087,353,992,329,-116.95,32.96,<1H OCEAN
house 19227,7.3003,381300,19,4976,711,1926,625,-122.68,38.46,<1H OCEAN
house 12362,1.7204,137500,5,5480,1371,1050,485,-116.48,33.84,INLAND
house 6331,4.9932,284000,18,6100,1018,3112,982,-117.94,33.99,<1H OCEAN
house 6962,3.2359,198600,36,3531,754,1613,697,-118.04,33.99,<1H OCEAN
house 10736,7.8164,500001,36,1496,247,441,203,-117.89,33.6,<1H OCEAN
house 9150,5.5061,239400,17,10267,,4956,1483,-118.5,34.46,<1H OCEAN
house 5369,10.4519,500001,43,1028,145,394,149,-118.4,34.05,<1H OCEAN
house 1924,1.7222,118500,15,1374,291,709,239,-120.79,38.83,INLAND
house 14949,4.6667,223300,4,1078,158,571,184,-116.98,32.72,<1H OCEAN
house 12651,1.8205,60400,42,2316,515,1597,522,-121.47,38.52,INLAND
house 8674,4.5179,427200,35,2152,454,902,414,-118.38,33.83,<1H OCEAN
house 7470,3.5313,146500,38,1626,307,1280,295,-118.2,33.93,<1H OCEAN
house 14204,5.3908,165500,8,831,158,740,154,-117.05,32.69,NEAR OCEAN
house 3941,5.0462,227700,34,1943,320,895,305,-118.59,34.21,<1H OCEAN
house 14968,4.0357,153800,30,1856,339,1103,379,-116.99,32.73,<1H OCEAN
house 8894,3.1433,500001,25,2757,738,1014,633,-118.52,34.01,<1H OCEAN
house 1048,3.175,118500,18,2144,420,985,381,-120.66,38.4,INLAND
house 20119,3.625,99400,22,1022,194,517,198,-120.4,37.92,INLAND
house 5995,3.7958,152500,33,4979,934,2575,874,-117.72,34.09,INLAND
house 11859,2.2067,69600,24,1629,313,641,274,-120.91,40.08,INLAND
house 9597,3.7652,133500,20,4379,753,2055,716,-120.45,37.31,INLAND
house 6008,2.3156,109800,51,1538,394,1173,388,-117.76,34.07,INLAND
house 19062,3.5507,257900,24,1946,400,718,380,-122.45,38.3,NEAR BAY
house 13999,1.6667,44700,30,1211,289,611,230,-116.96,34.83,INLAND
house 8870,8.2961,500001,52,1871,326,646,284,-118.4,34.06,<1H OCEAN
house 18870,3.4559,111900,44,3013,563,1353,512,-122.22,38.1,NEAR BAY
house 757,6.3501,350000,23,2419,348,1066,384,-122.04,37.66,NEAR BAY
house 14137,3.0208,129200,34,1917,419,1181,426,-117.06,32.75,NEAR OCEAN
house 369,2.925,142900,46,954,161,429,154,-122.16,37.75,NEAR BAY
house 8739,5.4925,361700,26,2345,408,1195,377,-118.31,33.82,<1H OCEAN
house 12652,1.6521,69700,36,3446,950,2460,847,-121.44,38.52,INLAND
house 10523,7.9338,354700,4,4956,693,1802,625,-117.7,33.54,<1H OCEAN
house 17253,1.4851,237500,52,1838,692,851,576,-119.71,34.42,<1H OCEAN
house 16698,2.655,160000,22,1240,294,768,288,-120.62,35.12,<1H OCEAN
house 10563,10.4498,386100,11,4508,618,1993,573,-117.76,33.72,<1H OCEAN
house 14628,3.6492,158900,8,3694,997,1297,807,-117.18,32.76,NEAR OCEAN
house 17848,4.3807,226900,23,3224,652,2183,655,-121.88,37.41,<1H OCEAN
house 2751,2.5769,94400,30,935,177,649,148,-115.59,32.69,INLAND
house 12972,2.8426,130600,10,3908,890,1898,798,-121.32,38.67,INLAND
house 8365,2.2303,159400,25,1864,616,1710,575,-118.35,33.97,<1H OCEAN
house 13377,7.8252,361400,10,9467,1181,3819,1122,-117.59,34.16,INLAND
house 15162,4.5625,231200,16,3936,694,1935,659,-117.03,32.97,<1H OCEAN
house 10959,3.6953,176800,26,2678,702,3262,685,-117.9,33.76,<1H OCEAN
house 3127,2.375,137500,4,2,2,6,2,-117.79,35.21,INLAND
house 11268,5.4631,225600,35,2985,474,1614,453,-117.97,33.8,<1H OCEAN
house 14414,4.1742,342200,44,2172,431,892,420,-117.24,32.78,NEAR OCEAN
house 1453,5.0092,244100,24,1330,183,656,205,-121.97,37.97,INLAND
house 6800,3.3229,226600,44,2012,435,1454,456,-118.11,34.1,<1H OCEAN
house 6477,3.7222,207200,34,1823,457,1485,401,-118.08,34.09,<1H OCEAN
house 6269,3.3409,161200,34,1519,304,1262,300,-117.94,34.05,<1H OCEAN
house 306,1.8913,91200,43,2018,408,1111,367,-122.18,37.76,NEAR BAY
house 11046,2.8403,225600,24,3550,895,2828,834,-117.83,33.81,<1H OCEAN
house 20098,3.1523,93300,14,1954,368,917,316,-120.23,37.98,INLAND
house 15028,3.0179,149300,43,841,192,496,207,-117.01,32.77,<1H OCEAN
house 18716,1.655,90100,23,1321,259,749,222,-122.4,40.57,INLAND
house 9866,3.0542,142100,27,5665,1281,3612,1191,-121.83,36.61,<1H OCEAN
house 4463,4.9231,230900,8,1116,267,435,235,-118.18,34.1,<1H OCEAN
house 1656,9.0243,427700,14,1780,224,764,226,-121.99,37.92,INLAND
house 15026,2.9,185200,24,2311,536,1005,525,-117.01,32.77,<1H OCEAN
house 11674,5.4746,226400,30,4781,831,2568,797,-118.03,33.84,<1H OCEAN
house 8638,5.2533,500001,40,925,254,371,227,-118.41,33.88,<1H OCEAN
house 5620,2.0956,154700,35,1239,473,1524,387,-118.26,33.78,NEAR OCEAN
house 19715,1.5281,61600,29,1860,400,1137,365,-121.68,39.29,INLAND
house 1603,10.3713,426100,18,1820,220,728,229,-122.13,37.87,NEAR BAY
house 15597,2.919,116500,19,4085,876,2133,718,-116.58,32.69,INLAND
house 16061,4.3977,353600,49,1724,295,795,297,-122.49,37.76,NEAR BAY
house 10991,3.3047,216900,24,2696,649,1908,626,-117.81,33.74,<1H OCEAN
house 15647,2.5013,275000,52,3511,1232,2452,1131,-122.42,37.79,NEAR BAY
house 7713,3.1083,285500,33,2418,485,1397,477,-118.15,33.96,<1H OCEAN
house 11655,4.9803,208600,29,3963,772,2104,743,-118.01,33.83,<1H OCEAN
house 14465,5.9359,422200,24,3271,508,1496,482,-117.23,32.81,NEAR OCEAN
house 7199,1.9719,134200,42,2250,629,2588,609,-118.19,34.03,<1H OCEAN
house 4275,2.1403,200000,30,1679,682,1445,579,-118.33,34.09,<1H OCEAN
house 1915,1.875,500001,33,1561,282,30,11,-120.1,38.91,INLAND
house 7651,3.9227,208600,24,6303,1277,3728,1252,-118.27,33.84,<1H OCEAN
house 18740,2.71,97800,17,2280,453,976,434,-122.35,40.54,INLAND
house 17345,4.3125,168100,17,3172,506,1538,473,-120.43,34.86,<1H OCEAN
house 9596,5.2662,126200,16,3369,532,1770,574,-120.44,37.31,INLAND
house 16982,5.3683,339400,34,1693,281,846,291,-122.29,37.56,NEAR BAY
house 9816,3.1359,268000,27,3044,661,1229,618,-121.92,36.61,NEAR OCEAN
house 8872,4.1411,500001,43,2665,556,1015,506,-118.41,34.06,<1H OCEAN
house 6795,2.85,219000,38,1745,457,1547,460,-118.14,34.09,<1H OCEAN
house 4032,5.6738,443600,34,2458,433,1034,373,-118.54,34.17,<1H OCEAN
house 4352,2.5588,500001,36,2963,838,1129,745,-118.36,34.1,<1H OCEAN
house 4646,1.6725,187500,47,3038,1533,4225,1472,-118.31,34.06,<1H OCEAN
house 7279,2.2969,116700,47,617,162,754,144,-118.25,33.98,<1H OCEAN
house 9785,3.0526,146900,28,1057,249,288,130,-121.39,36.16,NEAR OCEAN
house 16242,1.5152,81300,30,1271,528,2019,524,-121.29,37.99,INLAND
house 16288,1.69,65900,31,820,179,576,155,-121.28,37.91,INLAND
house 20573,2.7989,126700,27,3044,565,1583,514,-121.98,38.52,INLAND
house 11265,5.4876,227500,35,2114,341,1077,343,-117.98,33.8,<1H OCEAN
house 20595,3.725,84700,21,1872,302,870,301,-121.57,39.16,INLAND
house 14480,7.4351,445700,18,3109,501,949,368,-117.24,32.83,NEAR OCEAN
house 15819,1.65,265000,52,1494,610,1630,590,-122.42,37.76,NEAR BAY
house 17956,5.273,315600,27,3353,653,1571,621,-121.99,37.34,<1H OCEAN
house 13082,2.9464,113500,19,6308,1167,3012,1112,-121.37,38.56,INLAND
house 4712,3.2279,400000,48,3551,826,1601,827,-118.35,34.06,<1H OCEAN
house 1267,4.375,213500,22,1046,195,527,164,-121.67,37.99,INLAND
house 12799,1.4861,63100,38,2419,605,1696,503,-121.45,38.62,INLAND
house 9740,2.7694,132400,32,1740,399,1563,389,-121.75,36.76,<1H OCEAN
house 12998,5.2051,167400,13,4256,619,1948,622,-121.26,38.68,INLAND
house 11398,5.4286,273400,24,2991,500,1437,453,-117.97,33.72,<1H OCEAN
house 6763,2.7816,188200,21,3862,1186,2773,1102,-118.13,34.09,<1H OCEAN
house 13326,2.3636,88300,39,1210,310,1294,303,-117.63,34.06,INLAND
house 10732,6.6544,500001,44,2499,396,910,374,-117.87,33.59,<1H OCEAN
house 4467,3.375,169600,42,1555,337,1152,348,-118.19,34.07,<1H OCEAN
house 7972,3.2368,136900,40,2945,725,2858,690,-118.2,33.88,<1H OCEAN
house 19977,3.125,71300,10,443,111,48,21,-118.37,36.19,INLAND
house 14566,3.2583,181400,32,2033,394,989,389,-117.2,32.84,NEAR OCEAN
house 4815,2.1696,153400,39,1155,433,1857,424,-118.28,34.04,<1H OCEAN
house 14496,2.4207,213500,26,2298,549,980,555,-117.2,32.85,NEAR OCEAN
house 11730,2.6023,139300,26,1930,391,307,138,-120.01,39.26,INLAND
house 15008,1.0278,154200,15,1204,326,543,326,-117.02,32.76,<1H OCEAN
house 8916,2.2794,337500,52,523,,317,130,-118.46,34.03,<1H OCEAN
house 12503,2.0549,156700,52,1625,419,614,383,-121.46,38.57,INLAND
house 8637,7.9614,500001,43,2492,449,1033,437,-118.41,33.88,<1H OCEAN
house 16440,3.875,127400,27,836,132,303,133,-121.29,38.14,INLAND
house 9629,2,87500,17,605,159,416,83,-120.35,37.31,INLAND
house 12872,3.6989,93300,13,6850,1400,4251,1421,-121.36,38.69,INLAND
house 20114,3.4861,137500,17,346,130,51,20,-119.57,37.94,INLAND
house 6875,2.5964,176800,29,1179,313,1255,308,-118.1,34.07,<1H OCEAN
house 10919,3.3125,159100,38,2284,511,2451,504,-117.86,33.73,<1H OCEAN
house 18103,6.075,417000,26,1714,270,778,262,-122.04,37.3,<1H OCEAN
house 7020,3.7326,164300,35,2664,541,2033,491,-118.09,33.97,<1H OCEAN
house 8301,4.7361,418800,50,914,167,322,165,-118.14,33.76,NEAR OCEAN
house 9470,2.7813,105800,36,1330,273,761,286,-123.79,39.44,<1H OCEAN
house 19906,4.0806,110200,6,2881,518,1432,504,-119.27,36.32,INLAND
house 19804,2.8472,41300,27,1848,449,396,150,-123.22,40.16,INLAND
house 14036,2.5553,178100,16,6075,1816,2592,1634,-117.14,32.74,NEAR OCEAN
house 20382,6.4001,321800,16,1956,312,671,319,-118.83,34.14,NEAR OCEAN
house 20581,2.8365,87900,32,1950,385,1145,363,-121.77,38.76,INLAND
house 4462,4.7853,153100,7,2529,689,1215,577,-118.18,34.1,<1H OCEAN
house 5244,12.3767,500001,27,2089,303,654,270,-118.42,34.12,<1H OCEAN
house 13878,1.6784,71900,16,5130,1172,3126,1046,-117.31,34.43,INLAND
house 12202,4.5936,174300,2,30450,5033,9419,3197,-117.2,33.58,<1H OCEAN
house 20402,3.4773,206700,29,2195,414,1360,401,-118.85,34.21,<1H OCEAN
house 8235,2.225,106300,42,517,233,995,212,-118.2,33.77,NEAR OCEAN
house 13879,3.1821,95600,9,11810,2181,6716,2081,-117.35,34.44,INLAND
house 7152,1.7991,158800,43,2006,472,1687,463,-118.15,34.03,<1H OCEAN
house 11553,3.0909,184400,30,1859,462,1314,418,-117.99,33.75,<1H OCEAN
house 11412,6.1181,284500,18,4827,718,2471,716,-117.94,33.7,<1H OCEAN
house 20249,8,275000,28,26,3,29,9,-119.23,34.25,NEAR OCEAN
house 11477,6.3047,285700,23,5069,770,2473,769,-118.02,33.7,<1H OCEAN
house 8115,2.9943,190600,41,2125,591,1604,555,-118.19,33.8,NEAR OCEAN
house 9390,7.9892,500001,37,2524,398,999,417,-122.53,37.91,NEAR BAY
house 4798,3.25,134700,52,427,92,233,116,-118.35,34.02,<1H OCEAN
house 12142,3.6618,161300,14,1265,230,621,173,-117.2,33.83,INLAND
house 6108,4.2019,140100,37,1286,255,1047,249,-117.9,34.11,<1H OCEAN
house 16424,2.2891,162500,31,1860,394,1848,293,-121.49,37.94,INLAND
house 6606,4.0985,173100,45,1790,316,1035,312,-118.17,34.19,<1H OCEAN
house 2860,7.7751,194100,13,3137,417,1318,397,-118.94,35.39,INLAND
house 7960,4.7361,167700,44,1308,267,783,237,-118.18,33.88,<1H OCEAN
house 16357,3.5379,99100,26,2851,533,1544,499,-121.32,38.02,INLAND
house 2545,2.5417,85400,50,2285,403,837,353,-124.16,40.78,NEAR OCEAN
house 2970,10.5941,245800,18,4070,512,1580,540,-119.08,35.34,INLAND
house 5551,4.6923,299000,44,2395,458,1287,450,-118.38,33.96,<1H OCEAN
house 4064,3.4698,265400,38,1495,300,598,280,-118.46,34.16,<1H OCEAN
house 14269,2.725,86500,39,395,159,620,162,-117.11,32.69,NEAR OCEAN
house 10374,7.5426,294800,15,4713,671,2197,673,-117.65,33.65,<1H OCEAN
house 15633,2.75,168800,52,1394,395,1700,400,-122.41,37.8,NEAR BAY
house 9003,3.825,183000,48,1172,205,497,190,-118.34,33.99,<1H OCEAN
house 2960,2.5644,73000,31,1607,336,817,307,-119.04,35.35,INLAND
house 11314,3.2632,180900,38,989,246,691,204,-117.95,33.77,<1H OCEAN
house 2149,1.9375,67700,40,1411,284,609,296,-119.77,36.78,INLAND
house 8361,5.5,188200,45,2230,364,949,344,-118.34,33.97,<1H OCEAN
house 4234,8.4389,500001,25,1590,218,568,206,-118.3,34.11,<1H OCEAN
house 1027,3,119000,13,2944,558,1091,466,-120.59,38.45,INLAND
house 6622,3.7159,315400,52,1835,330,777,317,-118.12,34.17,INLAND
house 3353,2.5,64100,19,683,139,302,111,-120.96,40.28,INLAND
house 8504,5.0641,234900,31,1398,261,823,263,-118.3,33.87,<1H OCEAN
house 1136,2.3711,121800,20,1808,334,763,335,-121.64,39.74,INLAND
house 2303,4.2153,95200,18,4164,741,1817,681,-119.78,36.83,INLAND
house 19105,3.6392,246300,8,5875,1115,2808,1029,-122.51,38.17,NEAR BAY
house 17169,6.3824,500001,41,830,136,353,153,-122.27,37.45,NEAR OCEAN
house 17158,9.7796,500001,20,975,134,324,146,-122.21,37.43,NEAR OCEAN
house 11200,2.8072,164700,23,2459,689,2720,598,-117.9,33.83,<1H OCEAN
house 9563,1.6833,71000,18,874,203,572,190,-120.62,37.35,INLAND
house 9944,2.9375,106700,17,4459,944,1812,888,-122.25,38.16,NEAR BAY
house 15197,6.5706,255700,9,2012,316,802,289,-117.09,32.91,<1H OCEAN
house 12840,3.625,91300,31,1007,181,563,185,-121.47,38.7,INLAND
house 10941,1.5026,151800,10,1823,590,2176,548,-117.88,33.75,<1H OCEAN
house 12894,2.6266,198500,23,2446,523,1132,513,-121.33,38.65,INLAND
house 1902,2.7457,107800,17,2807,529,675,251,-119.99,38.88,INLAND
house 5664,2.1935,243200,52,2085,588,1767,516,-118.28,33.73,NEAR OCEAN
house 4178,2.1687,157000,41,1353,379,1536,416,-118.23,34.1,<1H OCEAN
house 16986,5.0353,305800,12,6474,1467,2516,1390,-122.29,37.56,NEAR BAY
house 4874,1.9375,38800,52,281,103,470,96,-118.28,34.02,<1H OCEAN
house 13633,2.0461,90500,46,1851,425,1100,377,-117.34,34.07,INLAND
house 1890,3.9722,313400,17,8005,1382,999,383,-120,38.93,INLAND
house 16975,4.9013,330100,45,1792,301,829,318,-122.31,37.56,NEAR OCEAN
house 745,3.0645,165400,32,3028,811,2037,703,-122.11,37.67,NEAR BAY
house 20067,3.212,105200,33,2177,404,891,383,-120.39,38,INLAND
house 11729,1.8269,225000,32,1347,444,825,303,-120.02,39.24,INLAND
house 7600,3.9,115800,36,406,71,268,77,-118.25,33.89,<1H OCEAN
house 211,3.5156,109500,44,1487,314,961,272,-122.22,37.79,NEAR BAY
house 2387,2.3359,92400,24,2532,555,1564,507,-119.49,37.1,INLAND
house 2299,3.4279,84700,25,1565,271,661,275,-119.77,36.81,INLAND
house 6348,2.0156,112500,44,477,135,502,117,-117.75,34.06,INLAND
house 15056,4.5224,142000,24,4055,742,2123,744,-116.92,32.79,<1H OCEAN
house 3050,2.2071,64600,34,2304,437,1506,403,-119.38,35.49,INLAND
house 13787,2.5863,98300,30,3474,735,1674,691,-117.04,34.04,INLAND
house 1161,2.9688,86400,24,1028,185,471,186,-121.53,39.52,INLAND
house 14845,3.4583,112700,34,1469,267,1031,267,-117.09,32.69,NEAR OCEAN
house 12211,4.2917,221900,8,1003,167,388,140,-116.96,33.62,INLAND
house 7724,4.675,283000,33,2206,393,973,364,-118.12,33.94,<1H OCEAN
house 10739,5.1048,500001,37,2088,510,673,390,-117.91,33.6,<1H OCEAN
house 9668,2.35,95700,14,1250,272,721,234,-119.54,38.51,INLAND
house 1928,4.7083,213300,15,5218,711,1949,659,-121.09,38.68,INLAND
house 14343,3.7039,361500,39,3803,806,1567,775,-117.17,32.74,NEAR OCEAN
house 4384,4.625,230800,52,1079,222,439,201,-118.27,34.09,<1H OCEAN
house 17153,5.2391,500001,22,3294,744,1337,655,-122.2,37.43,NEAR OCEAN
house 2546,1.6369,68300,39,1606,330,731,327,-124.17,40.78,NEAR OCEAN
house 14452,3.9187,311900,39,1846,350,765,329,-117.25,32.81,NEAR OCEAN
house 7832,2.809,144600,20,2850,737,1855,662,-118.15,33.9,<1H OCEAN
house 4557,0.6775,350000,52,2806,1944,2232,1605,-118.25,34.05,<1H OCEAN
house 12167,3.2778,148800,13,4496,756,2044,695,-117.14,33.81,INLAND
house 8173,5.3701,251400,36,1257,205,530,211,-118.12,33.8,<1H OCEAN
house 13327,2.3347,104000,36,2341,520,2138,523,-117.66,34.05,INLAND
house 11772,4.0519,129200,7,4185,750,2147,706,-121.31,38.75,INLAND
house 12444,1.625,53500,18,1706,397,3424,283,-115.22,33.54,INLAND
house 8128,5.1806,175000,9,3564,835,1530,807,-118.16,33.8,NEAR OCEAN
house 14839,2.0398,93600,49,1412,350,1200,332,-117.1,32.68,NEAR OCEAN
house 20359,6.0994,254900,25,2237,331,1121,365,-118.95,34.18,<1H OCEAN
house 18191,4.1847,167300,11,2559,694,1309,668,-122.01,37.37,<1H OCEAN
house 1489,3.1719,220500,14,3287,793,1601,716,-122.03,37.95,NEAR BAY
house 20185,4.763,232700,11,5330,1056,2801,1028,-119.16,34.28,NEAR OCEAN
house 5611,2.0458,174500,27,1672,491,1723,462,-118.26,33.78,NEAR OCEAN
house 11117,4.0724,231400,25,1928,414,961,385,-117.87,33.84,<1H OCEAN
house 7655,3.5518,184600,24,3059,,2064,629,-118.26,33.83,<1H OCEAN
house 5329,2.7679,277500,23,3771,1321,2031,1241,-118.45,34.04,<1H OCEAN
house 6957,2.9583,172600,50,1146,238,579,213,-118.06,33.98,<1H OCEAN
house 9915,4.5293,210400,19,4187,684,1827,605,-122.31,38.34,NEAR BAY
house 2701,1.7604,68600,32,741,191,623,169,-115.37,32.81,INLAND
house 20105,2.0057,118900,17,2530,526,1024,496,-120.33,37.97,INLAND
house 10044,4.0062,153800,12,1321,268,661,232,-120.94,39.22,INLAND
house 7643,4.4015,166900,36,1593,334,1427,320,-118.27,33.82,<1H OCEAN
house 13230,8.5282,360100,25,3430,485,1284,438,-117.66,34.15,INLAND
house 867,5.2879,231200,12,5719,1064,3436,1057,-122.04,37.57,NEAR BAY
house 52,1.5045,93800,43,1868,456,1061,407,-122.27,37.82,NEAR BAY
house 7178,3.75,123100,41,762,147,817,176,-118.18,34.05,<1H OCEAN
house 9319,6.4271,451700,34,1256,178,460,174,-122.49,37.98,NEAR BAY
house 14455,3.875,410000,39,1877,426,805,409,-117.27,32.83,NEAR OCEAN
house 8630,6.0441,470000,35,1267,216,521,191,-118.39,33.88,<1H OCEAN
house 474,1.9483,150500,50,2485,607,1354,563,-122.29,37.86,NEAR BAY
house 8359,3.3214,166500,47,1297,292,704,264,-118.32,33.96,<1H OCEAN
house 11506,5.4011,346400,15,2569,812,785,477,-118.11,33.75,NEAR OCEAN
house 11256,2.582,181800,28,3528,816,2304,764,-117.98,33.81,<1H OCEAN
house 13148,3.3398,89700,19,4896,1083,2150,905,-121.7,38.1,INLAND
house 1668,6.0224,198500,15,2150,327,1094,324,-122.21,38.02,NEAR BAY
house 970,6.0604,247900,20,2948,471,1181,474,-121.89,37.67,INLAND
house 5600,3.1613,182300,36,2218,561,1789,527,-118.27,33.79,<1H OCEAN
house 17653,3.8936,225900,13,1676,471,710,406,-121.88,37.26,<1H OCEAN
house 15751,3.3068,500001,52,3188,708,1526,664,-122.45,37.77,NEAR BAY
house 12909,3.3182,213000,24,2868,527,1284,487,-121.29,38.63,INLAND
house 2807,4.0125,84400,29,3415,631,1527,597,-119.02,35.44,INLAND
house 18533,1.9063,166700,21,607,155,226,136,-122.02,36.98,NEAR OCEAN
house 5008,4.26,182600,46,2223,361,968,373,-118.33,34.02,<1H OCEAN
house 9275,3.1981,215300,24,2863,734,1583,682,-122.57,38.11,NEAR BAY
house 3620,3.7,176000,35,1583,324,1481,351,-118.44,34.25,<1H OCEAN
house 2893,2.2212,55500,41,303,78,216,80,-119,35.37,INLAND
house 8553,2.425,255000,40,1896,416,950,383,-118.3,33.74,NEAR OCEAN
house 13530,3.6362,106500,6,5661,1287,2943,1162,-117.32,34.17,INLAND
house 19957,4.2011,108100,9,3748,644,1955,620,-119.33,36.22,INLAND
house 9084,6.6772,185600,13,5341,773,2288,724,-118.17,34.68,INLAND
house 16874,6.3719,466900,26,2754,402,1128,395,-122.41,37.6,NEAR OCEAN
house 19910,2.8795,77000,44,2060,414,819,355,-119.3,36.33,INLAND
house 1288,0.536,87500,46,66,22,37,21,-121.84,38.02,INLAND
house 15317,1.3269,166100,19,1926,557,1190,483,-117.36,33.2,NEAR OCEAN
house 8702,3.9732,281500,28,2075,463,1216,446,-118.35,33.86,<1H OCEAN
house 12984,5.2817,140600,19,2655,438,1253,454,-121.3,38.68,INLAND
house 2143,2.3333,81300,33,1145,197,508,198,-119.75,36.78,INLAND
house 18400,5.4218,233900,16,4274,715,2240,704,-121.76,37.23,<1H OCEAN
house 19012,3.6176,158500,24,745,116,300,115,-122,38.35,INLAND
house 15739,1.8438,72500,17,1257,339,1093,384,-122.42,37.78,NEAR BAY
house 8417,2.4886,160700,36,2796,1041,4033,944,-118.34,33.94,<1H OCEAN
house 7242,2.7308,173800,31,3281,768,2385,733,-118.12,34,<1H OCEAN
house 7154,2.0536,186400,44,603,207,588,218,-118.15,34.03,<1H OCEAN
house 14799,2.1773,143200,17,2020,534,1529,500,-117.11,32.59,NEAR OCEAN
house 14092,1.9799,122700,28,1457,397,672,342,-117.11,32.76,NEAR OCEAN
house 2891,1.1875,50700,29,607,177,476,143,-118.98,35.39,INLAND
house 1089,1.5863,81300,21,5051,1054,2948,980,-121.81,39.7,INLAND
house 14689,3.625,184500,25,2963,552,1162,556,-117.08,32.8,NEAR OCEAN
house 19679,2.4556,97100,16,2037,464,1267,451,-121.62,39.16,INLAND
house 16375,2.2672,91100,16,4356,881,1629,818,-121.29,38.03,INLAND
house 2947,1.6632,49800,27,1615,355,1380,332,-118.99,35.35,INLAND
house 7418,3.3542,153800,38,788,224,1155,208,-118.22,33.94,<1H OCEAN
house 19633,2.5938,275000,45,350,62,187,63,-120.85,37.55,INLAND
house 12728,4.4643,133000,35,1930,328,805,338,-121.36,38.6,INLAND
house 5027,2.8274,122500,43,2224,550,1598,545,-118.33,33.99,<1H OCEAN
house 5231,1.5132,86300,37,1027,258,824,248,-118.24,33.93,<1H OCEAN
house 4942,1.8086,97100,38,1407,447,1783,402,-118.27,33.99,<1H OCEAN
house 308,2.2768,96200,52,2744,547,1479,554,-122.18,37.77,NEAR BAY
house 6507,3.2569,201500,42,1988,402,1239,402,-118.06,34.08,<1H OCEAN
house 3285,1.5208,89000,23,952,200,321,128,-122.79,39.08,INLAND
house 20579,2.8542,275000,37,352,65,238,67,-121.81,38.84,INLAND
house 18241,2.5208,316700,52,766,203,448,196,-122.08,37.4,NEAR BAY
house 7352,1.9063,175000,13,221,63,286,64,-118.16,33.97,<1H OCEAN
house 9314,6.0762,487800,37,4801,699,1830,679,-122.51,37.98,NEAR BAY
house 2044,4.4583,108300,25,556,79,249,71,-119.69,36.71,INLAND
house 17735,4.8173,235600,16,906,149,605,148,-121.8,37.3,<1H OCEAN
house 16050,3.9758,348600,48,2660,616,1491,602,-122.48,37.76,NEAR BAY
